 INDEX;LOCATOR;TYPE;C;NAME                          ;LAT   ;LON    ;ELEV;DD.MM.YYYY HH:mm;DIR;K; FF; FG;G1h;G10; FX;FX1;FFM;  TL;  TD;  T5;  TX;  TN; TX6; TN6; TX1; TN1; TN5;  TW;Tsfc;T-05;T-10;T-20;T-50;T-1m; RR6h;   QFE;   QFF; QNH;  AP;A;www;960;961;962;963;           MetarWX;W1;W2;     WWZ; LTNG; VIS;COV;N;L;HLC;   ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;     PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;  VFOG;   RR;TR;RR10m; RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;  HW;PW;DW1; HW1;P1;DW2; HW2;P2;  HS;PS;I;B;
     /;51101  ;BUOY;/;BUOY                          ;N24 18;W162 12;dv/1;17.11.2015 05:50;170;/; 80;  /;  /;  /;  /;  /;  /; 262;   /;   /;   /;   /;   /;   /;   /;   /;   /; 264;   /;   /;   /;   /;   /;   /;    /;     /;1013.5;   /;  13;3;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 5;110; 2.0;11;  /;   /; /;   /; /;/;/;
     /;UBVF4  ;SHIP;/;SHIP                          ;N65 42;E006 48;dv42;17.11.2015 06:00;270;/;120;  /;  /;  /;  /;  /;  /;  80;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /; 978.6;   /;   0;4;  2;  /;  /;  /;  /;                 /; 6; 6;       /;    /;  10;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 4;  /;   /; /;  /;   /; /;   /; /;/;/;
074810;      /;SYNA;/;Lyon/Satolas                  ;N45 44;E005 05; 235;17.11.2015 06:00;170;/; 10; 63; 59; 20;  /;  /;  /;  56;  42;  44;  98;  46;   /;   /;  66;  56;   /;   /;   /;   /;  92;  99; 116; 133;    0; 994.2;1023.7;   /;  -3;8;  3;  /;  /;  /;  /;                 /; 1; 1;       /;    /;   7;FEW;7;0;  /;      Ci1;7CI200;     /;     /;     /;HGH;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
072300;      /;SYNA;/;Angers                        ;N47 29;W000 37;  50;17.11.2015 06:00;230;/; 57;148;111;101;  /;  /;  /; 158; 143; 146; 158; 145;   /;   /; 158; 152; 133;   /;   /;   /; 140; 138; 137;   /;  3.2;1010.4;1016.1;   /;   1;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;  3.8;12;    /;   ~0; /;  4.6;   /;  0;  /; /; 2; 208; 0;  /; 515;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070310;      /;SYNA;/;Deauville                     ;N49 22;E000 10; 139;17.11.2015 06:00;260;/; 60;163;163;111;  /;  /;  /; 144; 131; 136; 147; 125;   /;   /; 145; 143;   /;   /;   /;   /; 125;   /;   /;   /;  4.4; 994.1;1011.0;   /;   6;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  60;OVC;8;8; 15;        /;     /;     /;     /;     /; 15;       /;      /;      /;      /;      /;     /;  9.4;12;    /;    0; /; 11.6;   /;  0;  /; /; 1;   0; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
073060;      /;SYNA;/;La Roche-Sur-Yon              ;N46 42;W001 23;  90;17.11.2015 06:00;230;/; 67;152;144;133;  /;  /;  /; 153; 147; 145; 153; 143;   /;   /; 153; 148; 136;   /;   /;   /; 139; 139; 139; 143;  2.2;1008.2;1018.8;   /;   3;3; 51;  /;  /;  /;  /;               -DZ; 5; 5;       /;    /;   5;OVC;8;8;  5;      St7;8ST005;     /;     /;     /; 05;       /;      /;      /;      /;      /;     /;    4;12;    /;  0.6; /;    4;   /;  0;  /; /; 2;   1; 0;  /; 305;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071250;      /;SYNA;/;Dinard                        ;N48 35;W002 05;  58;17.11.2015 06:00;230;/; 60;152;108; 95;  /;  /;  /; 150; 132; 137; 169; 143;   /;   /; 152; 150; 112;   /;   /;   /; 133; 134; 134;   /;  3.4;1005.9;1012.8;   /;   6;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  53;OVC;8;8; 33;        /;     /;     /;     /;     /; 33;       /;      /;      /;      /;      /;     /;  4.8;12;    /;    0; /;  4.8;   /;  0;  /; /; 1;  85; 0;  /; 342;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
072350;      /;SYNA;/;Le Mans                       ;N47 56;E000 11;  48;17.11.2015 06:00;240;/; 50;130;111; 96;  /;  /;  /; 152; 136; 146; 153; 143;   /;   /; 153; 151; 136;   /;   /;   /; 137; 136; 137; 142;  1.6;1009.1;1015.3;   /;   2;3; 51;  /;  /;  /;  /;               -DZ; 5; 5;       /;    /; 4.5;OVC;8;8;  7;      St7;8ST007;     /;     /;     /; 07;       /;      /;      /;      /;      /;     /;  2.8;12;    /;  0.6; /;    4;   /;  0;  /; /; 1;   1; 0;  /; 236;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
072170;      /;SYNA;/;St-Nazaire                    ;N47 19;W002 09;   3;17.11.2015 06:00;240;/; 68;172;129;117;  /;  /;  /; 158; 150; 151; 162; 153;   /;   /; 161; 158;   /;   /;   /;   /; 145; 144; 138;   /;  4.7;1016.2;1016.6;   /;   4;1; 58;  /;  /;  /;  /;              DZRA; /; /;       /;    /;   7;OVC;8;8; 14;        /;     /;     /;     /;     /; 14;       /;      /;      /;      /;      /;     /;  7.5;12;    /;   ~0; /;  9.3;   /;  0;  /; /; 2;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071300;      /;SYNA;/;Rennes                        ;N48 04;W001 44;  36;17.11.2015 06:00;230;/; 58;135;105; 89;  /;  /;  /; 154; 136; 139; 161; 142;   /;   /; 155; 151; 130;   /;   /;   /; 136; 135; 135; 137;  0.4;1009.8;1014.2;   /;   6;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  60;OVC;8;8; 22;        /;     /;     /;     /;     /; 22;       /;      /;      /;      /;      /;     /;  2.8;12;    /;    0; /;  3.8;   /;  0;  /; /; 2;  21; 0;  /; 265;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
072220;      /;SYNA;/;Nantes                        ;N47 09;W001 37;  26;17.11.2015 06:00;230;/; 58;158;107;102;  /;  /;  /; 156; 145; 148; 158; 145;   /;   /; 158; 156; 137;   /;   /;   /; 142; 143; 143; 145;  3.2;1013.9;1017.0;   /;   3;0;  3;  /;  /;  /;  /;                 /; 2; 2;       /;    /;  15;OVC;8;7; 10;      St7;6ST010;7SC016;     /;     /; 10;       /;      /;      /;      /;      /;     /;  4.2;12;    /;    0; /;  5.8;   /;  0;  /; /; 2;   0; 0;  /; 195;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071100;      /;SYNA;/;Brest                         ;N48 26;W004 25;  94;17.11.2015 06:00;240;/; 94;189;151;143;  /;  /;  /; 144; 129; 139; 152; 139;   /;   /; 144; 142; 132;   /;   /;   /; 140; 138; 139; 143;  0.2;1001.3;1012.6;   /;   4;1;  0;  /;  /;  /;  /;                 /; 5; 2;       /;    /;  18;OVC;8;8;  8;        /;     /;     /;     /;     /; 08;       /;      /;      /;      /;      /;     /;  0.2; 6;    /;   ~0; /;    /;   /;  0;  /; /; 1;   0; 0;  /; 247;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076460;      /;SYNA;/;Nimes/Garons                  ;N43 46;E004 25;  94;17.11.2015 06:00;330;/; 22; 35; 31; 29;  /;  /;  /;  61;  43;   /; 142;  53;   /;   /;  69;  54;   /;   /;   /;   /;   /;   /;   /;   /;    0;1009.0;1022.0;   /;   7;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  30;  /;/;/;  8;        /;     /;     /;     /;     /; 08;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076840;      /;SYNA;/;Cannes                        ;N43 34;E006 57;   2;17.11.2015 06:00;350;/; 09; 28; 16; 15;  /;  /;  /; 135; 107; 125; 137; 129;   /;   /; 135; 134;   /;   /;   /;   /;   /;   /;   /;   /;    0;1020.3;1020.8;   /;   4;3;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  12;OVC;8;8; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;  0.2;   /;  /;  /; /; /; 517; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
077800;      /;SYNA;/;Figari                        ;N41 31;E009 06;  20;17.11.2015 06:00;130;/; 07; 21; 21; 10;  /;  /;  /;  97;  89;  81; 141;  57;   /;   /; 100;  94;   /;   /;   /;   /;   /;   /;   /;   /;    0;1018.6;1021.4;   /;   3;2;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   9;BKN;7;7; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /; 538; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
075630;      /;SYNA;/;Avignon                       ;N43 55;E004 54;  34;17.11.2015 06:00; 80;/; 07; 39; 20; 10;  /;  /;  /;  24;  20;  -7; 103;  20;   /;   /;  29;  20;   /;   /;   /;   /;   /;   /;   /;   /;  0.2;1016.2;1022.2;   /;   9;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   6;  /;/;/; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;  0.2;12;    /;    0; /;  0.2;   /;  0;  /; /; 0;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076350;      /;SYNA;/;Carcassonne                   ;N43 13;E002 18; 128;17.11.2015 06:00;270;/; 64;102;102;102;  /;  /;  /;  83;  63;  79; 101;  66;   /;   /;  87;  83;  59;   /;   /;   /; 101; 116; 141; 162;    0;1009.6;1025.2;   /;  12;3;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  14;  /;/;/; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1; 217; 0;  /; 525;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076380;      /;SYNA;/;Beziers                       ;N43 19;E003 21;  15;17.11.2015 06:00;280;/; 38; 75; 51; 44;  /;  /;  /;  60;  46;   /; 110;  57;   /;   /;  67;  57;   /;   /;   /;   /;   /;   /;   /;   /;    0;1021.1;1023.1;   /;   9;3;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  19;  /;/;/; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071900;      /;SYNA;/;Strasbourg                    ;N48 33;E007 38; 150;17.11.2015 06:00;190;/; 48;104;104; 95;  /;  /;  /; 121;  78; 113; 121;  49;   /;   /; 121; 116;  27;   /;   /;   /;  91;  94; 107; 126;    0; 999.0;1017.1;   /; -12;6;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  33;OVC;8;8; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; 0; 454; 0;  /; 656;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076470;      /;SYNA;/;Istres                        ;N43 31;E004 55;  23;17.11.2015 06:00;340;/; 25; 52; 38; 31;  /;  /;  /;  61;  47;  44; 127;  56;   /;   /;  75;  56;   /;   /;   /;   /;   /;   /;   /;   /;    0;1018.5;1021.5;   /;   9;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  12;  /;/;/; 30;        /;     /;     /;     /;     /; 30;       /;      /;      /;      /;      /;     /;  0.2;12;    /;    0; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076670;      /;SYNA;/;Hyeres                        ;N43 05;E006 09;   2;17.11.2015 06:00;300;/; 35; 46; 46; 46;  /;  /;  /; 125; 116; 121; 159; 108;   /;   /; 129; 125; 126;   /;   /;   /;   /;   /;   /;   /;    0;1020.4;1020.9;   /;   5;2;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   8;OVC;8;8; 17;        /;     /;     /;     /;     /; 17;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;  0.2;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
074860;      /;SYNA;/;Grenoble/St.Geoirs            ;N45 22;E005 19; 384;17.11.2015 06:00; 80;/; 22; 39; 39; 35;  /;  /;  /;  28;  25;  11; 118;   9;   /;   /;  32;  20;   /;   /;   /;   /;  87;  98; 106; 123;    0; 976.6;1024.0;   /;   0;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   7;BKN;7;7; 17;        /;     /;     /;     /;     /; 17;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1; 472; 0;  /; 761;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
074750;      /;SYNA;/;St-Etienne Boutheon           ;N45 32;E004 17; 400;17.11.2015 06:00;160;/; 21; 63; 63; 33;  /;  /;  /;  36;  27;   5;  65;  15;   /;   /;  43;  35;  69;   /;   /;   /;  79;  94; 115; 130;    0; 975.1;1024.3;   /;  -6;8;  0;  /;  /;  /;  /;                 /; 0; 0;       /;    /;  15;  /;/;1;190;        /;     /;     /;     /;     /;FEW;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1; 521; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
072600;      /;SYNA;/;Nevers                        ;N47 00;E003 07; 175;17.11.2015 06:00;200;/; 53; 94; 88; 82;  /;  /;  /; 130;  98; 119; 130;  76;   /;   /; 130; 122;  63;   /;   /;   /; 103; 106; 120; 134;    0; 998.5;1019.7;   /;  -8;6;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;OVC;8;8; 20;        /;     /;     /;     /;     /; 20;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 0;   0; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
075700;      /;SYNA;/;Aubenas                       ;N44 32;E004 22; 280;17.11.2015 06:00;360;/; 08; 34; 21; 12;  /;  /;  /;  58;  36;  16; 147;  47;   /;   /;  65;  47;   /;   /;   /;   /;  90; 130; 139; 151;    0; 989.6;1023.9;   /;   7;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /; 505; 0;  /; 873;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
074900;      /;SYNA;/;Annecy-Meythet                ;N45 56;E006 07; 458;17.11.2015 06:00;100;/; 18; 35; 30; 30;  /;  /;  /;  33;  23;  11;  98;  15;   /;   /;  33;  16;   /;   /;   /;   /;  73;  92; 103; 120;    0; 968.3;1024.8;   /;   2;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  15;BKN;7;7;180;        /;     /;     /;     /;     /;BKN;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1; 459; 0;  /; 713;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070460;      /;SYNA;/;Le Havre/Octeville            ;N49 32;E000 05;  94;17.11.2015 06:00;220;/; 77;172;136;116;  /;  /;  /; 144; 133;   /; 147; 129;   /;   /; 145; 143;   /;   /;   /;   /;   /;   /;   /;   /;  2.4; 999.3;1010.4;   /;   6;1;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   9;OVC;8;8; 20;        /;     /;     /;     /;     /; 20;       /;      /;      /;      /;      /;     /;    8;12;    /;    0; /; 10.8;   /;  0;  /; /; 2;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070550;      /;SYNA;/;Beauvais                      ;N49 27;E002 08;  89;17.11.2015 06:00;240;/; 76;151;137;120;  /;  /;  /; 150; 135; 139; 150; 131;   /;   /; 150; 146; 118;   /;   /;   /; 124; 124; 126; 128;  4.6; 997.3;1010.4;   /;  -2;5; 20;  /;  /;  /;  /;              REDZ; 5; 2;       /;    /;  30;OVC;8;8; 10;      Sc5;8SC010;     /;     /;     /; 10;       /;      /;      /;      /;      /;     /;  5.2;12;    /;   ~0; /;  5.6;   /;  0;  /; /; 2;  14; 0;  /; 206;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070750;      /;SYNA;/;Charleville                   ;N49 47;E004 38; 147;17.11.2015 06:00;210;/; 45;131;109;103;  /;  /;  /; 129; 118; 122; 130; 114;   /;   /; 129; 128; 111;   /;   /;   /; 117; 118; 121; 128; 10.5; 993.4;1011.0;   /; -19;6; 61;  /;  /;  /;  /;               -RA; /; /;       /;    /; 3.2;OVC;8;8;  9;        /;     /;     /;     /;     /; 09;       /;      /;      /;      /;      /;     /; 12.5;12;    /;  1.6; /; 13.5;   /;  /;  /; /; 2;   0; 0;  /; 184;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076210;      /;SYNA;/;Tarbes/Ossun                  ;N43 11;W000 00; 360;17.11.2015 06:00;160;/; 26; 52; 45; 35;  /;  /;  /;  53;  19;  20;  89;  21;   /;   /;  57;  44;  45;   /;   /;   /;  99; 107; 127; 141;    0; 981.8;1026.3;   /;  10;0;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  30;  /;/;4;  9;        /;     /;     /;     /;     /; 09;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; 1; 303; 0;  /; 750;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
074340;      /;SYNA;/;Limoges                       ;N45 52;E001 11; 402;17.11.2015 06:00;190;/; 50; 82; 82; 75;  /;  /;  /;  95;  84;  92; 104;  95;   /;   /;  97;  95;  92;   /;   /;   /; 110; 114; 119; 133;   ~0; 974.2;1022.4;   /;  -5;8;  2;  /;  /;  /;  /;                 /; 2; 2;       /;    /;   6;BKN;7;7;  /;      St6;7ST006;     /;     /;     /; 06;       /;      /;      /;      /;      /;     /;   ~0;12;    /;    0; /;   ~0;   /;  /;  /; /; 0;   0; 0;  /; 199;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
075350;      /;SYNA;/;Gourdon                       ;N44 45;E001 24; 260;17.11.2015 06:00;130;/; 17; 44; 37; 25;  /;  /;  /;  67;  60;  58; 105;  59;   /;   /;  71;  67;  65;   /;   /;   /; 105; 113; 126; 142;    0; 993.5;1025.4;   /;  -6;6;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;   9;OVC;8;8;  /;        /;     /;     /;     /;     /;OVC;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;  0.2;   /;  0;  /; /; 0;  41; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071460;      /;SYNA;/;Toussus Le Noble              ;N48 45;E002 07; 154;17.11.2015 06:00;220;/; 74;159;135;113;  /;  /;  /; 143; 133; 137; 143; 129;   /;   /; 143; 141; 124;   /;   /;   /;   /;   /;   /;   /;  0.6; 993.7;1012.7;   /;  -1;5;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  10;OVC;8;8;  7;        /;     /;     /;     /;     /; 07;       /;      /;      /;      /;      /;     /;  1.8;12;    /;  0.4; /;  1.8;   /;  0;  /; /; 2;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
071500;      /;SYNA;/;Paris/Le Bourget              ;N48 58;E002 26;  49;17.11.2015 06:00;220;/; 55;141;122; 80;  /;  /;  /; 149; 138; 139; 150; 135;   /;   /; 149; 147; 126;   /;   /;   /; 128; 123; 123; 129;  2.4;1006.6;1012.4;   /;  -2;6; 51;  /;  /;  /;  /;               -DZ; /; /;       /;    /;  13;OVC;8;8; 18;        /;     /;     /;     /;     /; 18;       /;      /;      /;      /;      /;     /;  3.4;12;    /;  0.6; /;  3.4;   /;  0;  /; /; 2;   0; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
919430;      /;SYNO;/;Takaroa                       ;S14 27;W145 02;   3;17.11.2015 06:00;110;/; 51;  /;102; 85;  /;  /;  /; 284; 242;   /;   /;   /;   /;   /; 285; 283;   /;   /;   /;   /;   /;   /;   /;   /;    0;1012.6;1012.9;   /;  17;2;  /;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
919480;      /;SYNO;/;Rikitea                       ;S23 08;W134 58;  89;17.11.2015 06:00; 20;/; 13;  /; 45; 41;  /;  /;  /; 227; 224;   /;   /;   /;   /;   /; 229; 227;   /;   /;   /;   /;   /;   /;   /;   /;    0;1009.9;1020.2;   /;  11;0;  /;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;  2.2;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
919540;      /;SYNA;/;Tubuai                        ;S23 22;W149 32;   3;17.11.2015 06:00;150;/; 48; 93; 89; 85;  /;  /;  /; 232; 220;   /; 281; 231;   /;   /; 233; 231;   /;   /;   /;   /;   /;   /;   /;   /;   ~0;1016.5;1016.8;   /;  15;2;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;OVC;8;8; 35;        /;     /;     /;     /;     /; 35;       /;      /;      /;      /;      /;     /;   ~0;12;    /;   ~0; /;  0.2;   /;  /;  /; /; /; 662; 0;  /;3013;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
919380;      /;SYNO;/;Tahiti-Faaa                   ;S17 34;W149 37;   2;17.11.2015 06:00; 70;/; 47;  /; 90; 76;  /;  /;  /; 278; 218;   /;   /;   /;   /;   /; 281; 278;   /;   /;   /;   /;   /;   /;   /;   /;    0;1013.4;1013.6;   /;  19;3;  /;  /;  /;  /;  /;                 /; /; /;       /;    /;  60;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
076220;      /;SYNA;/;Auch                          ;N43 41;E000 36; 122;17.11.2015 06:00;200;/; 28; 47; 37; 37;  /;  /;  /;  32;  28;  10;  71;  16;   /;   /;  32;  16;  21;   /;   /;   /;  88; 108; 136; 154;    0;1010.2;1026.2;   /;   8;0; 45;  /;  /;  /;  /;                FG; /; /;       /;    /; 0.8;  /;/;/;  /;        /;     /;     /;     /;     /; 00;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; /;   0; 0;  /; 249;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
